@relation data_small

@attribute Date numeric
@attribute Gross_domestic_product numeric
@attribute Personal_consumption_expenditures numeric
@attribute Goods1 numeric
@attribute Durable_goods numeric
@attribute Nondurable_goods numeric
@attribute Services1 numeric
@attribute Gross_private_domestic_investment numeric
@attribute Fixed_investment numeric
@attribute Nonresidential numeric
@attribute Structures numeric
@attribute Equipment numeric
@attribute Intellectual_property_products numeric
@attribute Residential numeric
@attribute Change_in_private_inventories numeric
@attribute Net_exports_of_goods_and_services numeric
@attribute Exports numeric
@attribute Goods2 numeric
@attribute Services2 numeric
@attribute Imports numeric
@attribute Goods3 numeric
@attribute Services3 numeric
@attribute Government_consumption_expenditures_and_gross_investment numeric
@attribute Federal numeric
@attribute National_defense numeric
@attribute Nondefense numeric
@attribute State_and_local numeric

@data
1997.5,8691.8,5603.5,2020.5,722.8,1297.7,3583,1625.3,1557.4,1178.4,255.7,630.5,292.3,379,67.9,-96.8,974.1,717.5,256.5,1070.9,898.4,172.5,1559.8,585.4,372.1,213.3,974.4
1997.8,8788.3,5687.6,2045.4,737.2,1308.2,3642.2,1645.3,1567.6,1181.9,260.1,623.1,298.6,385.8,77.7,-117,968.3,712.2,256.2,1085.3,910.8,174.5,1572.4,586.5,375.5,211,985.9
1998,8889.7,5745.9,2044.8,737.7,1307.1,3701.2,1712.3,1607.2,1212.4,261.4,645.8,305.3,394.8,105.1,-135.2,963,708.2,254.9,1098.2,920.8,177.4,1566.7,571.5,355.5,216,995.3
1998.3,8994.7,5857.8,2089.5,769.2,1320.3,3768.3,1694.8,1657.4,1246.1,278.2,655.9,312.1,411.3,37.3,-162.3,947.3,683.7,263.6,1109.6,926.9,182.7,1604.4,586.6,368.7,217.9,1017.8
1998.5,9146.5,5952.8,2120.1,785,1335.1,3832.7,1739.8,1687.4,1259.8,279.8,658.4,321.6,427.6,52.4,-174.6,935.3,676.6,258.7,1109.9,922.5,187.4,1628.6,584.7,373.8,210.9,1043.8
1998.8,9325.7,6055.5,2180.5,825.2,1355.3,3875.1,1794.4,1734.4,1292.9,281.2,680,331.7,441.5,60,-178.7,966.3,701.8,264.5,1145,952.8,192.2,1654.3,593.6,372.8,220.7,1060.8
1999,9447.1,6129,2204.8,819.9,1384.8,3924.2,1850.6,1767.2,1319.9,282.5,695.1,342.3,447.4,83.4,-208.5,961.6,688.1,273.5,1170.1,978.5,191.6,1676,594.5,370,224.5,1081.5
1999.3,9557,6253,2272.7,854.8,1417.9,3980.3,1845.8,1810.7,1351.4,281.4,712.1,357.9,459.3,35.1,-245.4,972.8,697.3,275.5,1218.2,1024.5,193.6,1703.7,601.1,375.9,225.1,1102.6
1999.5,9712.3,6357.2,2310.9,871.2,1439.7,4046.3,1890.9,1850.4,1383.8,283.2,728.1,372.4,466.6,40.5,-276.1,1002.4,717.1,285.3,1278.5,1078.3,200.2,1740.2,614.6,387.5,227.1,1125.6
1999.8,9926.1,6488.9,2358.6,876.3,1482.3,4130.3,1949.4,1865.2,1391.4,288.6,719.1,383.6,473.8,84.2,-296.5,1031.2,744.4,286.8,1327.7,1123.5,204.2,1784.2,631.6,397.4,234.2,1152.7
2000,10031,6642.7,2412.7,920.9,1491.8,4230,1945.9,1929.8,1445.5,298.2,749.4,397.9,484.2,16.2,-352.8,1054,762.2,291.8,1406.8,1194.2,212.6,1795.1,618.1,380.7,237.4,1177
2000.3,10278.3,6737.3,2436.8,901.9,1534.8,4300.5,2071.8,1981.3,1494.7,313.5,774,407.3,486.6,90.4,-359.6,1092.7,791.3,301.4,1452.3,1232.4,219.9,1828.9,639.3,397.4,241.9,1189.6
2000.5,10357.4,6845.1,2468.8,911.7,1557.2,4376.3,2055.8,1998.5,1515.5,327.9,774,413.6,483.1,57.2,-388.5,1125.2,822.8,302.4,1513.7,1284.1,229.6,1845,636.2,393.5,242.7,1208.9
2000.8,10472.3,6944.4,2493.1,915.8,1577.3,4451.3,2061.6,2007.2,1519.4,333,767,419.4,487.8,54.3,-402.4,1115.4,812.7,302.7,1517.8,1295.2,222.5,1868.7,636.1,395.2,240.9,1232.6
2001,10508.1,7020.4,2498.9,926.8,1572.1,4521.5,1967.5,1998.2,1501.5,328.3,751.7,421.5,496.7,-30.6,-391.7,1096.7,799.3,297.4,1488.4,1265.2,223.2,1911.9,652.5,403.4,249,1259.4
2001.3,10638.4,7072.1,2509.7,919.5,1590.2,4562.4,1967,1978.6,1467.6,335.1,716,416.4,511,-11.6,-359.3,1054.6,764,290.6,1413.9,1189.6,224.3,1958.6,666.4,410.3,256.1,1292.3
2001.5,10639.5,7103.4,2514.9,923.9,1591,4588.5,1937.3,1967.5,1445,343.2,692.4,409.4,522.4,-30.1,-366.7,998.5,717.8,280.7,1365.2,1145.8,219.3,1965.5,674.9,416.5,258.3,1290.6
2001.8,10701.3,7216.6,2577.5,995.9,1581.6,4639.1,1842.7,1923.5,1401.5,312.4,686,403.1,522.1,-80.8,-357,957.1,694.2,262.8,1314.1,1106.1,208,1999.1,683.3,420.7,262.6,1315.8
2002,10834.4,7251.4,2559.5,974.9,1584.6,4691.8,1910,1910.2,1371.9,298.6,671.4,401.9,538.3,-0.2,-375.3,973.3,690.5,282.8,1348.6,1123.6,225,2048.3,714.4,438.7,275.7,1333.9
2002.3,10934.8,7344.5,2587.8,979.7,1608.2,4756.7,1925.6,1906.5,1351.6,285.3,660.7,405.6,554.8,19.1,-416,1007.5,718.3,289.2,1423.5,1197.7,225.8,2080.6,733.1,450.1,283,1347.6
2002.5,11037.1,7433.1,2620.2,1003.5,1616.6,4813,1927.9,1902.6,1343.7,274.2,658.9,410.6,558.9,25.3,-431.6,1021.6,729.8,291.8,1453.2,1225.3,227.9,2107.7,746.2,459.5,286.7,1361.6
2002.8,11103.8,7507.2,2626.8,983.3,1643.5,4880.4,1936.5,1906.7,1328.4,273.5,647.5,407.3,578.3,29.8,-483,1007.6,714,293.6,1490.6,1250.7,239.9,2143.1,768.8,479.1,289.7,1374.2
2003,11230.1,7593.5,2656.5,974,1682.5,4937,1960.2,1929.2,1327.8,274.8,642.2,410.8,601.4,31,-501.6,1011.5,722.8,288.7,1513.1,1275.1,238,2178,789.3,490.2,299.1,1388.7
2003.3,11370.7,7684.6,2676.3,1007.8,1668.5,5008.3,1970.5,1970.9,1359.1,282.2,660.7,416.1,611.9,-0.4,-501.4,1012.3,724.6,287.7,1513.7,1278.6,235.1,2216.9,831.4,526.8,304.6,1385.5
2003.5,11625.1,7845.5,2765.1,1042.3,1722.9,5080.4,2048.3,2040.1,1388.5,283.1,679.6,425.9,651.6,8.1,-499.9,1042.5,739.6,302.9,1542.4,1288,254.4,2231.2,830.5,522.7,307.8,1400.8
2003.8,11816.8,7938.5,2788.3,1046,1742.3,5150.2,2132.8,2094.4,1411.5,287.2,693.4,430.9,682.9,38.4,-511.7,1094.8,778.6,316.1,1606.5,1343.1,263.5,2257.3,848.1,539.9,308.2,1409.3
2004,11988.4,8076.8,2841.5,1062.3,1779.2,5235.3,2155.2,2106.3,1400.3,287,680.6,432.6,706,48.9,-546.6,1141.3,803.2,338,1687.9,1410,277.9,2303.1,872.5,554.8,317.7,1430.6
2004.3,12181.4,8186.3,2873.2,1071.7,1801.6,5313.1,2259.5,2183.3,1440.2,295.2,709.6,435.4,743.1,76.2,-608,1172.3,829.1,343.2,1780.3,1493.5,286.9,2343.6,886.7,564.7,322.1,1456.8
2004.5,12367.7,8312.7,2910.2,1084.2,1825.9,5402.5,2311.3,2249,1485.6,307.9,732,445.7,763.4,62.3,-638,1186,840.6,345.4,1824,1533.1,290.9,2381.8,906.9,585.6,321.3,1474.9
2004.8,12562.2,8464.3,2976.1,1101.1,1875,5488.2,2380.8,2312.7,1526.5,317.1,754.6,454.8,786.2,68,-684,1226.4,864.6,361.9,1910.5,1609.7,300.8,2401.2,903.3,575.8,327.5,1497.9
2005,12813.7,8573.1,3006.4,1110.5,1895.9,5566.7,2475.2,2375.7,1560.5,330.8,765,464.8,815.1,99.5,-676.8,1268.2,890.4,377.8,1945,1642,303,2442.2,931.2,596.8,334.5,1511
2005.3,12974.1,8723.9,3057.4,1140.6,1916.8,5666.5,2469.5,2438.9,1595.2,337.9,782.6,474.7,843.7,30.6,-689.1,1300.1,925,375.2,1989.2,1682.2,307,2469.7,938.2,605,333.1,1531.5
2005.5,13205.4,8888.1,3125.4,1145.4,1980,5762.6,2527.2,2509.3,1633.8,348.3,805.2,480.3,875.5,17.9,-731.4,1310.9,929,381.9,2042.3,1729.1,313.2,2521.6,963.1,623.4,339.7,1558.4
2005.8,13381.6,8991.3,3131.9,1112.4,2019.5,5859.4,2636.5,2546.2,1656.4,365.6,810,480.8,889.9,90.2,-787.5,1356.4,962,394.4,2143.9,1824.2,319.7,2541.3,952.8,607.8,344.9,1588.5
2006,13648.9,9134.3,3191.9,1153.3,2038.6,5942.4,2699.7,2625.2,1729.4,389,851.3,489.1,895.9,74.4,-777.2,1417.2,1010,407.2,2194.4,1855.9,338.5,2592.2,995.3,633.5,361.9,1596.9
2006.3,13799.8,9253.7,3222.3,1147,2075.3,6031.4,2697,2619.7,1761,410.8,852.4,497.7,858.7,77.3,-781.6,1463.4,1040.6,422.8,2245,1900.2,344.8,2630.7,998.7,641.4,357.3,1631.9
2006.5,13908.5,9374.3,3267.5,1158,2109.5,6106.8,2684.4,2607.3,1793.6,425.9,857.3,510.5,813.7,77.1,-805.6,1480.1,1057,423.2,2285.7,1941.6,344.2,2655.4,1000.4,638.7,361.6,1655
2006.8,14066.4,9453.6,3261.4,1166.1,2095.3,6192.2,2641.6,2602.5,1821.2,436.7,863.6,521,781.3,39.1,-719.4,1544.5,1090.7,453.8,2263.9,1900.9,363,2690.6,1013.5,655.9,357.6,1677
2007,14233.2,9591.9,3302.1,1173.4,2128.8,6289.7,2634.2,2614,1864.7,458.1,876.9,529.7,749.3,20.2,-728.5,1580.5,1111.5,468.9,2308.9,1942.5,366.5,2735.6,1018.3,654.5,363.8,1717.3
2007.3,14422.3,9700.9,3351.1,1184.9,2166.1,6349.8,2671.9,2624.8,1907.5,485.3,888.2,534.1,717.3,47.1,-733,1625.1,1142.2,482.8,2358,1981.9,376.2,2782.5,1040.8,672.6,368.2,1741.7
2007.5,14569.7,9799.2,3374.5,1190.2,2184.3,6424.7,2658.2,2609.6,1937.9,512.6,887.6,537.6,671.7,48.6,-712.1,1687.5,1182.9,504.7,2399.6,2015.1,384.5,2824.3,1063.9,690.7,373.2,1760.5
2007.8,14685.3,9910,3418.6,1190.1,2228.6,6491.4,2610.6,2588.7,1972.3,531.7,890.4,550.2,616.4,21.9,-700.6,1765.4,1229.1,536.4,2466,2075.7,390.4,2865.3,1076.1,697.1,379,1789.1
2008,14668.4,9974.4,3406.3,1152.3,2253.9,6568.1,2527,2547.2,1981.6,540.2,878.9,562.5,565.5,-20.1,-756.8,1814.6,1280.4,534.2,2571.4,2165.2,406.1,2923.8,1110.7,719.7,391,1813.1
2008.3,14813,10095.8,3458.8,1139.8,2318.9,6637,2493.3,2517.2,1978.7,553.8,856.9,568,538.4,-23.9,-759.4,1920.5,1365.2,555.3,2679.9,2264.9,415,2983.4,1140.5,741.2,399.2,1842.9
2008.5,14843,10124.9,3450.3,1101.9,2348.4,6674.6,2435.9,2454.7,1947.3,559.3,822.4,565.5,507.4,-18.8,-773.6,1923.6,1375.8,547.8,2697.2,2273.7,423.5,3055.9,1180,776.6,403.3,1875.9
2008.8,14549.9,9859.6,3187.5,1015.1,2172.4,6672.1,2243.1,2308.3,1856.2,556.2,742.4,557.6,452.1,-65.1,-602.4,1709.1,1173.8,535.3,2311.6,1893.6,417.9,3049.7,1191.2,778.9,412.3,1858.5
2009,14383.9,9770.2,3137,1012,2124.9,6633.3,1972.1,2117.8,1712.3,508,659,545.3,405.5,-145.6,-393.9,1519.5,1012.1,507.4,1913.4,1524.3,389,3035.4,1182.2,760.2,422,1853.1
2009.3,14340.4,9769.8,3148.4,1004.8,2143.6,6621.4,1825.9,2013.8,1637.5,455.2,634.4,548,376.3,-187.9,-341.7,1522.7,1010.9,511.8,1864.5,1478.7,385.7,3086.5,1214.6,785.4,429.2,1871.9
2009.5,14384.1,9890.8,3244.9,1045.8,2199.1,6645.9,1786.4,1992.3,1600.3,412.7,639.1,548.5,392,-205.9,-405.6,1596.4,1074.2,522.2,2002,1609,393,3112.5,1233.2,802.8,430.4,1879.3
2009.8,14566.5,9957.1,3263.5,1030.7,2232.8,6693.6,1928,1978.8,1583.6,376.9,644.8,561.9,395.2,-50.8,-440.6,1712.3,1163.3,549,2152.9,1749.1,403.8,3122,1240.7,804.6,436,1881.3
2010,14681.1,10044.5,3304.9,1040.2,2264.7,6739.7,1989.5,1977.5,1594.4,352.4,682.7,559.2,383.1,12.1,-488.7,1753.2,1208.7,544.5,2241.9,1838.6,403.4,3135.7,1269.2,811.9,457.3,1866.5
2010.3,14888.6,10137.7,3325.6,1064.7,2260.9,6812,2092.7,2042.6,1641.8,364.5,719,558.3,400.8,50.1,-523.2,1814,1256.4,557.6,2337.3,1928.7,408.6,3181.5,1304.6,829.3,475.2,1876.9
2010.5,15057.7,10233.4,3362.4,1075.1,2287.3,6871,2164.6,2043,1677.4,361.1,751.2,565.1,365.6,121.5,-535,1869.8,1288,581.9,2404.9,1984.2,420.7,3194.7,1321.6,846.3,475.3,1873.1
2010.8,15230.2,10393.2,3458.4,1102.8,2355.6,6934.8,2156.5,2094.1,1719.3,370.1,774.4,574.8,374.7,62.4,-503.7,1972.2,1365.3,607,2475.9,2047.9,428,3184.2,1320.1,843.5,476.6,1864.2
2011,15238.4,10523.5,3534,1115.3,2418.7,6989.6,2123.5,2097.2,1722.4,343.2,798.3,580.9,374.8,26.3,-562.5,2033.3,1416,617.3,2595.8,2172.5,423.3,3153.8,1298.1,823.4,474.7,1855.8
2011.3,15460.9,10651.4,3588,1112.3,2475.6,7063.4,2212.7,2149.6,1768.5,371.3,809.7,587.5,381.1,63,-586.9,2108.3,1467.7,640.6,2695.3,2251.7,443.5,3183.8,1314.9,844.9,470,1869
2011.5,15587.1,10754.5,3613,1123.8,2489.2,7141.4,2228.2,2243.1,1854.5,397.1,861.7,595.7,388.6,-14.9,-572.4,2142.9,1487.8,655.1,2715.3,2263.6,451.7,3176.8,1305.9,851.5,454.5,1870.9
2011.8,15785.3,10827.9,3650.9,1149.8,2501.1,7177,2395.2,2302.5,1902.9,415,883.3,604.6,399.6,92.6,-598.1,2141,1496,645,2739.1,2291.1,448,3160.4,1294.9,828,466.9,1865.5
2012,15973.9,10956.2,3714.4,1178.8,2535.6,7241.8,2460.8,2395.3,1971.5,439.7,920.4,611.4,423.8,65.4,-614.7,2169.6,1511.2,658.4,2784.3,2331.4,452.9,3171.6,1300.5,826.4,474.1,1871
2012.3,16121.9,11008.3,3717.2,1181.6,2535.6,7291.1,2534.8,2445.5,2016.2,455.7,940.7,619.7,429.4,89.3,-580.9,2199.8,1530,669.8,2780.7,2322.7,458,3159.6,1293.7,818.8,474.9,1865.9
2012.5,16227.9,11073.6,3744.7,1194.2,2550.6,7328.9,2529.9,2455.9,2011.7,452.8,935.4,623.6,444.1,74.1,-535.2,2209.4,1537.7,671.7,2744.5,2284.7,459.9,3159.6,1297,821.5,475.5,1862.6
2012.8,16297.3,11164.3,3780,1212.9,2567.1,7384.3,2521.3,2502.9,2031.2,443.8,955.2,632.3,471.7,18.4,-531.8,2214,1525.2,688.8,2745.8,2284.6,461.3,3143.5,1278.9,804.6,474.3,1864.6
2013,16440.7,11271.8,3827.7,1235.4,2592.3,7444.1,2578.3,2541.8,2052.1,438.2,969.1,644.8,489.6,36.5,-529.2,2226.6,1529.8,696.7,2755.8,2294.4,461.4,3119.8,1250.4,783.8,466.6,1869.4
2013.3,16526.8,11322.8,3810.5,1235.6,2574.9,7512.3,2620.4,2571.7,2064.6,453.9,968,642.7,507.1,48.7,-527.8,2237.6,1541.3,696.3,2765.4,2297.1,468.2,3111.4,1234.2,772.3,461.9,1877.2
2013.5,16727.5,11417.7,3844,1237.5,2606.5,7573.7,2711.5,2606,2085.9,474.4,959.3,652.2,520,105.6,-512.4,2264.3,1560.8,703.5,2776.7,2306.3,470.5,3110.7,1220.4,759.2,461.1,1890.3
2013.8,16957.6,11556.9,3864.8,1242.8,2622,7692.1,2749.9,2653.5,2134.5,481.8,992.8,660,519,96.4,-464.3,2324.5,1611.8,712.8,2788.8,2309.8,479,3115.1,1217.6,755.4,462.2,1897.5
2014,16984.3,11640.3,3874.7,1243.1,2631.6,7765.6,2751.1,2708.4,2181.9,504.9,1003.5,673.6,526.4,42.7,-529.4,2301.5,1585.5,716,2830.8,2357.6,473.3,3122.3,1214.8,746.8,468,1907.5
2014.3,17270,11813,3951.5,1279.1,2672.4,7861.5,2841.6,2752.7,2211.7,505.7,1023.2,682.8,540.9,88.9,-530.9,2356.2,1628,728.2,2887,2403.8,483.3,3146.3,1216.9,748.4,468.4,1929.4
2014.5,17522.1,11949.1,3987.4,1295.1,2692.2,7961.7,2910.2,2821.8,2267,505.4,1065.3,696.3,554.8,88.3,-514.6,2360.6,1641.9,718.7,2875.2,2392.7,482.5,3177.4,1233.1,759.5,473.6,1944.3
2014.8,17615.9,12061.4,3980.1,1303.5,2676.6,8081.3,2937.2,2848.7,2274.1,512,1055,707.2,574.6,88.5,-545.2,2349.5,1616.5,732.9,2894.6,2400,494.6,3162.5,1214.7,738.2,476.5,1947.8
2015,17649.3,12055.5,3901.5,1301.8,2599.7,8153.9,2995.9,2868.6,2280.7,499.3,1063.5,717.8,588,127.3,-551.6,2257.3,1517.5,739.8,2808.9,2311.7,497.2,3149.5,1218.2,739,479.2,1931.3
2015.3,17913.7,12228.4,3978.1,1326.4,2651.8,8250.2,3025.5,2897.9,2297.9,503.8,1064.6,729.6,600,127.5,-519.3,2280,1535.5,744.5,2799.3,2299.9,499.5,3179.2,1220.7,740.1,480.6,1958.4
2015.5,18060.2,12359,4024.1,1339.6,2684.4,8334.9,3030.6,2935.3,2319.4,496,1090.9,732.4,615.9,95.3,-530.4,2259.8,1508.9,750.9,2790.2,2285.4,504.7,3201,1224.3,738.2,486.1,1976.6
2015.8,18164.8,12444.7,4011.5,1346.9,2664.6,8433.1,3030.6,2943.7,2309.5,489.5,1085.3,734.6,634.2,86.9,-514.3,2216.6,1457.8,758.8,2730.9,2225.3,505.7,3203.9,1235.2,745.7,489.5,1968.7
2016,18221.1,12511,3970.7,1337.9,2632.9,8540.3,3004.5,2935.5,2275.9,474,1062.2,739.7,659.6,69,-508.2,2170.9,1407.3,763.6,2679.1,2169.5,509.6,3213.8,1235.2,740.9,494.3,1978.7
